,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Maintenance,Soil Type,Soil pH,Soil Drainage,Characteristics,Native Plants,Tolerance,Garden Uses,Garden Styles,Depth,Attracts,Spacing,Heat Zones
Trillium sessile,4 to 8,,Perennials,Trillium - Wake Robins,"Partial Sun, Shade","Spring (Mid,Late)-","6"" to 1' (15cm to 30cm)","6"" to 1' (15cm to 30cm)",Average,Low,"Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Kansas, Michigan, Missouri, Ohio, Northeast, Maryland, New York, Pennsylvania, Southeast, Alabama, Arkansas, Kentucky, North Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma",,"Banks and Slopes, Beds and Borders, Underplanting Roses and Shrubs","City and Courtyard, Informal and Cottage",,,"6"" to 12"" (15cm to 30cm)",1 to 8
Tripsacum dactyloides,4 to 10,,Ornamental Grasses,,"Full Sun, Partial Sun","Spring (Late)-Summer (Early,Mid,Late)-Fall",4' to 8' (120cm to 240cm),4' to 6' (120cm to 180cm),Average,Low,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Missouri, Nebraska, Ohio, Northeast, Connecticut, Delaware, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Drought,"Beds and Borders, Ponds and Streams","Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies","48"" to 72"" (120cm to 180cm)",
Tsuga canadensis,3 to 7,"2, 2A, 2B, 3, 4, 5, 6, 7, 17, A3","Conifers, Trees",,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",40' to 70' (12m to 21m),25' to 35' (7.5m to 10.5m),Average,Low,"Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Fragrant, Showy, Evergreen","United States, Midwest, Indiana, Michigan, Minnesota, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Georgia, Kentucky, North Carolina, South Carolina, Tennessee, Virginia, West Virginia",,Hedges and Screens,"Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies",,1 to 8
Typha latifolia,3 to 10,,"Aquatic Plants, Perennials",Typha - Cattails,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",4' to 7' (120cm to 210cm),4' to 7' (120cm to 210cm),High,Average,"Clay, Loam","Acid, Alkaline, Neutral",Poorly Drained,"Showy, Evergreen","United States, Alaska, California, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Idaho, Oregon, Washington, Rocky Mountains, Colorado, Montana, Utah, Wyoming, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Nevada, Arizona, New Mexico, Oklahoma, Texas",Wet Soil,"Bog Gardens, Ponds and Streams, Rain Gardens, Water Gardens",,,Birds,"48"" to 84"" (120cm to 210cm)",
Ulmus alata,6 to 9,,Trees,Ulmus - Elms,Full Sun,"Spring (Mid,Late)-Summer (Early,Mid,Late)-Fall",30' to 50'  (9m to 15m),20' to 40' (6m to 12m),"Low, Average",Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"United States, Midwest, Illinois, Indiana, Kansas, Missouri, Northeast, Maryland, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Southwest, Oklahoma, Texas","Drought, Dry Soil",,Prairie and Meadow,,"Birds, Butterflies",,
Ulmus americana,2 to 9,"1, 1A, 1B, 2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21",Trees,Ulmus - Elms,Full Sun,"Spring (Late)-Summer (Early,Mid,Late)-Fall",60' to 80' (18m to 24m),40'  to 70' (12m to 21m),Average,Low,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Rocky Mountains, Montana, Wyoming, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Drought,,Prairie and Meadow,,,,1 to 9
Uniola paniculata,6 to 11,,Ornamental Grasses,,Full Sun,"Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",4' to 6' (120cm to 180cm),,Low,Low,Sand,Neutral,Well-Drained,"Dried Arrangements, Showy, Evergreen","United States, Northeast, Delaware, Maryland, Southeast, Alabama, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Virginia, Southwest, Texas","Drought, Dry Soil, Salt",,Coastal Garden,,Birds,"24"" to 36"" (60cm to 90cm)",
Uvularia grandiflora,3 to 9,,Perennials,,"Partial Sun, Shade","Spring (Mid,Late)-",1' to 2' (30cm to 60cm),1' to 2' (30cm to 60cm),Average,Low,"Clay, Loam","Acid, Alkaline, Neutral",Moist but Well-Drained,"Cut Flowers, Plant of Merit, Showy","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Massachusetts, Maryland, New Hampshire, New York, Pennsylvania, Vermont, Southeast, Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma","Drought, Dry Soil",Beds and Borders,"Informal and Cottage, Prairie and Meadow",,,"18"" (45cm)",1 to 7
Vaccinium arboreum,7 to 9,,"Shrubs, Trees",Vaccinium - Blueberries,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early)-Fall",8' to 15' (240cm to 4.5m),4' to 10' (120cm to 3m),"Low, Average",Low,"Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen, Semi-Evergreen, Fruit & Berries","United States, Midwest, Illinois, Indiana, Kansas, Missouri, Rocky Mountains, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Southwest, Oklahoma, Texas","Drought, Dry Soil",Hedges and Screens,"Coastal Garden, Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies","72"" to 144"" (180cm to 360cm)",
Vaccinium corymbosum,5 to 8,,"Fruit, Shrubs",Vaccinium - Blueberries,"Full Sun, Partial Sun","Spring (Late)-Summer (Early,Mid,Late)-Fall",6' to 12' (180cm to 3.6m),8' to 12' (240cm to 3.6m),"Average, High",Average,"Loam, Sand",Acid,Moist but Well-Drained,"Showy, Fruit & Berries","United States, Midwest, Illinois, Indiana, Michigan, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Arkansas, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Wet Soil,"Beds and Borders, Bog Gardens, Hedges and Screens","Coastal Garden, Informal and Cottage",,"Birds, Butterflies","120"" to 144""  (300cm to 360cm)",1 to 7
Vaccinium darrowii,8 to 10,,Shrubs,Vaccinium - Blueberries,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",1' to 2' (30cm to 60cm),1' to 2' (30cm to 60cm),"Low, Average",Low,Sand,"Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen, Fruit & Berries","United States, Southeast, Alabama, Florida, Georgia, Louisiana, Mississippi",Drought,"Beds and Borders, Patio and Containers",Informal and Cottage,,Birds,"24"" (60cm)",
Vaccinium elliottii,5 to 9,,"Fruit, Shrubs",Vaccinium - Blueberries,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",4' to 6' (120cm to 180cm),4' to 6' (120cm  to 180cm),Average,Average,"Loam, Sand",Acid,Moist but Well-Drained,"Showy, Fruit & Berries","United States, Southeast, Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Southwest, Texas",Drought,"Hedges and Screens, Patio and Containers","Coastal Garden, Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies","48"" to 72"" (120cm to 180cm)",
Vaccinium myrsinites,8 to 10,,Shrubs,Vaccinium - Blueberries,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",1' to 2' (30cm to 60cm),1' to 2' (30cm to 60cm),"Low, Average",Low,"Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Evergreen, Semi-Evergreen, Fruit & Berries","United States, Southeast, Alabama, Florida, Georgia, South Carolina","Drought, Dry Soil","Banks and Slopes, Beds and Borders, Hedges and Screens, Patio and Containers","Gravel and Rock Garden, Informal and Cottage",,"Birds, Butterflies","24"" (60cm)",
Vaccinium pallidum,3 to 8,,Shrubs,Vaccinium - Blueberries,"Full Sun, Partial Sun","Spring (Mid,Late)-Fall",1' to 3' (30cm to 90cm),2' to 3' (60cm to 90cm),"Low, Average",Low,"Clay, Loam, Sand",Acid,Well-Drained,"Showy, Fruit & Berries","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Ohio, Wisconsin, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Arkansas, Georgia, Kentucky, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma",Drought,"Ground Covers, Hedges and Screens",Informal and Cottage,,Birds,"24"" to 36"" (60cm  to 90cm)",
Vaccinium stamineum,5 to 9,,Shrubs,Vaccinium - Blueberries,"Full Sun, Partial Sun","Spring (Late)-Summer (Early,Late)-Fall",6' to 12' (180cm to 3.6m),6' to 12' (180cm to 3.6m),"Low, Average",Low,"Loam, Sand",Acid,"Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","United States, Midwest, Illinois, Indiana, Kansas, Missouri, Ohio, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Drought, Dry Soil","Beds and Borders, Hedges and Screens",Informal and Cottage,,Birds,,
Vallisneria americana,4 to 10,,Aquatic Plants,,"Full Sun, Partial Sun","Spring (Early,Mid,Late)-Summer (Early,Mid,Late)-FallWinter",,,High,Low,"Clay, Loam, Sand","Alkaline, Neutral",Poorly Drained,"Showy, Evergreen","Australia, United States, Midwest, Illinois, Indiana, Iowa, Michigan, Minnesota, Missouri, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Idaho, Oregon, Washington, Southeast, Alabama, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, Southwest, Nevada, Arizona, New Mexico, Oklahoma, Texas",Wet Soil,"Ponds and Streams, Water Gardens",,,,,
Verbena halei,7 to 10,,Perennials,Verbena,Full Sun,"Spring (Early,Mid,Late)-Summer (Early)-",1' to 2' (30cm to 60cm),,Low,Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","United States, Midwest, Missouri, Southeast, Alabama, Arkansas, Florida, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Southwest, Arizona, New Mexico, Oklahoma, Texas","Deer, Drought",,"Informal and Cottage, Prairie and Meadow",,Butterflies,,
Verbena hastata,3 to 9,,Perennials,Verbena,Full Sun,"Summer (Early,Mid,Late)-Fall",2' to 5' (60cm to 150cm),1' to 3' (30cm to 90cm),Average,Low,"Chalk, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive, Well-Drained",Showy,"United States, California, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Pacific Northwest, Idaho, Oregon, Washington, Rocky Mountains, Colorado, Montana, Utah, Wyoming, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Nevada, Arizona, New Mexico, Oklahoma, Texas",Drought,"Banks and Slopes, Beds and Borders, Ponds and Streams, Rain Gardens, Wall-Side Borders","City and Courtyard, Coastal Garden, Gravel and Rock Garden, Informal and Cottage, Prairie and Meadow",,Butterflies,"30"" (75cm)",
Verbena stricta,4 to 7,"2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",Perennials,Verbena,Full Sun,"Spring (Late)-Summer (Early,Mid,Late)-Fall",2' to 4' (60cm to 120cm),1' to 2' (30cm to 60cm),"Low, Average",Low,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Massachusetts, New Jersey, New York, Pennsylvania, Vermont, Pacific Northwest, Idaho, Washington, Rocky Mountains, Colorado, Montana, Utah, Wyoming, Southeast, Alabama, Arkansas, Georgia, Kentucky, Mississippi, North Carolina, Tennessee, West Virginia, Southwest, Nevada, Arizona, New Mexico, Oklahoma, Texas","Deer, Drought, Dry Soil, Rocky Soil",Beds and Borders,"Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies, Hummingbirds","24"" (60cm)",
Verbesina alternifolia,4 to 8,,Perennials,,"Full Sun, Partial Sun",Summer (Late)-Fall,4' to 8' (120cm to 240cm),2' to 6' (60cm to 180cm),Average,Low,"Clay, Loam","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Missouri, Nebraska, Ohio, Wisconsin, Northeast, Delaware, Maryland, New Jersey, New York, Pennsylvania, Rhode Island, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Deer,,Prairie and Meadow,,Butterflies,,
Verbesina encelioides,2 to 11,,Annuals,,Full Sun,"Spring (Mid,Late)-Summer (Early,Mid,Late)-Fall",2' to 5' (60cm to 150cm),,Low,Low,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,Showy,"United States, California, Midwest, Illinois, Iowa, Kansas, Michigan, Missouri, Nebraska, North Dakota, South Dakota, Northeast, Massachusetts, Maryland, New Jersey, Pennsylvania, Rhode Island, Pacific Northwest, Rocky Mountains, Colorado, Montana, Utah, Wyoming, Southeast, Alabama, Arkansas, Florida, Georgia, Louisiana, North Carolina, South Carolina, Tennessee, Southwest, Nevada, Arizona, New Mexico, Oklahoma, Texas","Deer, Drought",Beds and Borders,"Informal and Cottage, Prairie and Meadow",,Butterflies,,
Verbesina virginica,8 to 11,,Perennials,,"Full Sun, Partial Sun",Summer (Late)-Fall,3' to 8' (90cm to 240cm),,"Low, Average",Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained",Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Missouri, Ohio, Northeast, Maryland, Pennsylvania, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas",Deer,,"Informal and Cottage, Prairie and Meadow",,Butterflies,,
Vernonia angustifolia,7 to 9,,Perennials,Vernonia - Ironweeds,"Full Sun, Partial Sun","Summer (Early,Mid,Late)-Fall",2' to 4' (60cm to 120cm),1' to 2' (30cm to 60cm),Low,Low,Sand,"Acid, Alkaline, Neutral",Well-Drained,Showy,"United States, Southeast, Alabama, Florida, Georgia, Mississippi, North Carolina, South Carolina",Drought,Beds and Borders,"Gravel and Rock Garden, Informal and Cottage, Prairie and Meadow",,"Butterflies, Hummingbirds","24"" (60cm)",
Vernonia gigantea,5 to 9,,Perennials,Vernonia - Ironweeds,"Full Sun, Partial Sun",Summer (Late)-Fall,5' to 8' (150cm to 240cm),3' to 6' (90cm to 180cm),Average,Low,"Chalk, Clay, Loam","Acid, Alkaline, Neutral",Moist but Well-Drained,Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Missouri, Ohio, Northeast, Delaware, Maryland, New York, Pennsylvania, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Deer, Wet Soil","Beds and Borders, Ponds and Streams, Rain Gardens","Informal and Cottage, Prairie and Meadow",,,"60"" to 72"" (150cm to 180cm)",
Vernonia missurica,4 to 9,,Perennials,Vernonia - Ironweeds,Full Sun,"Summer (Mid,Late)-Fall",3' to 5' (90cm to 150cm),3' to 4' (90cm to 120cm),"Average, High",Low,"Clay, Loam","Acid, Alkaline, Neutral","Moist but Well-Drained, Poorly Drained",Showy,"United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Missouri, Nebraska, Ohio, Northeast, Massachusetts, Southeast, Alabama, Arkansas, Florida, Kentucky, Louisiana, Mississippi, Tennessee, Southwest, New Mexico, Oklahoma, Texas","Deer, Wet Soil","Beds and Borders, Ponds and Streams","Informal and Cottage, Prairie and Meadow",,Butterflies,"36"" to 48"" (90cm to 120cm)",
Vernonia noveboracensis,5 to 9,,Perennials,Vernonia - Ironweeds,Full Sun,Summer (Late)-Fall,4' to 6' (120cm to 180cm),3' to 4' (90cm to 120cm),"Low, Average, High",Low,"Chalk, Clay, Loam","Acid, Alkaline, Neutral","Moist but Well-Drained, Poorly Drained, Well-Drained",Showy,"United States, Midwest, Ohio, Northeast, Connecticut, Delaware, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Southeast, Alabama, Florida, Georgia, Kentucky, North Carolina, South Carolina, Tennessee, Virginia, West Virginia","Clay Soil, Deer, Wet Soil","Beds and Borders, Bog Gardens, Ponds and Streams, Rain Gardens","Informal and Cottage, Prairie and Meadow",,"Birds, Butterflies","36"" to 48"" (90cm to 120cm)",
Veronicastrum virginicum,3 to 8,,Perennials,Veronicastrum - Culver's Roots,Full Sun,"Summer (Mid,Late)-Fall",4' to 7' (120cm to 210cm),2' to 4' (60cm to 120cm),"Average, High",Low,"Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive","Cut Flowers, Showy","United States, Midwest, Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Jersey, New York, Pennsylvania, Vermont, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Oklahoma, Texas","Clay Soil, Deer, Wet Soil",Beds and Borders,"City and Courtyard, Coastal Garden, Informal and Cottage, Prairie and Meadow",,Butterflies,"24"" to 48"" (60cm to 120cm)",1 to 8
Viburnum acerifolium,4 to 8,,Shrubs,Viburnum,"Full Sun, Partial Sun, Shade","Spring (Mid,Late)-Summer (Early,Mid,Late)-Fall",3' to 6' (90cm to 180cm),2' to 4' (60cm to 120cm),"Low, Average",Low,"Clay, Loam, Sand","Acid, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","United States, Midwest, Illinois, Indiana, Michigan, Ohio, Wisconsin, Northeast, Connecticut, Delaware, Maine, Massachusetts, Maryland, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont, Southeast, Alabama, Arkansas, Florida, Georgia, Kentucky, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee, Virginia, West Virginia, Southwest, Texas",Dry Soil,"Beds and Borders, Hedges and Screens","Informal and Cottage, Prairie and Meadow, Traditional Garden",,"Birds, Butterflies","36"" to 48"" (90cm to 120cm)",1 to 8
