,Active Growth Period,After Harvest Regrowth Rate,Bloat,C:N Ratio,Coppice Potential,Fall Conspicuous,Fire Resistant,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height, Mature (feet)",Known Allelopath,Leaf Retention,Low Growing Grass,Nitrogen Fixation,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Fine Textured Soils,Adapted to Medium Textured Soils,Anaerobic Tolerance,CaCO3 Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,Fire Tolerance,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,"pH, Maximum","pH, Minimum","Planting Density per Acre, Maximum","Planting Density per Acre, Minimum","Precipitation, Maximum","Precipitation, Minimum","Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed per Pound,Seed Spread Rate,Seedling Vigor,Small Grain,Vegetative Spread Rate,Berry/Nut/Seed Product,Christmas Tree Product,Fodder Product,Lumber Product,Naval Store Product,Nursery Stock Product,Palatable Browse Animal,Palatable Graze Animal,Palatable Human,Post Product,Protein Potential,Pulpwood Product,Veneer Product,"Height at 20 Years, Maximum (feet)",Lifespan,Fuelwood Product
RULA3,Spring,Moderate,None,,No,Yes,No,Yellow,Yes,Gray-Green,Dense,Dense,Coarse,Brown,No,Rhizomatous,Rapid,8.2,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,High,Low,None,100,None,Low,7.0,4.5,10912,2728,55,15,12,None,Tolerant,-38,Late Summer,Routinely Available,Medium,Fall,Fall,Yes,No,No,Yes,No,No,Yes,No,No,No,252222,Slow,Medium,No,Moderate,No,No,No,No,No,No,High,High,No,No,,No,No,,Short,
RUNI3,Spring and Summer,Rapid,None,Medium,No,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,Black,No,Multiple Stem,Rapid,5.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Medium,None,No,Low,Low,None,250,None,High,7.5,6.0,18000,2700,40,10,6,None,Intermediate,22,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,No,No,No,Yes,No,No,No,544000,Moderate,High,No,None,No,No,No,No,No,No,Low,Low,No,No,Medium,No,No,,Short,
RUHU,Summer,Slow,None,,No,No,No,Purple,Yes,Green,Porous,Porous,Fine,Yellow,No,Single Stem,Moderate,2.6,No,No,No,None,No,Erect,None,Yes,Yes,Yes,None,Low,No,Medium,Low,None,160,None,Low,7.5,4.5,43560,10913,55,20,4,None,Tolerant,-33,Summer,No Known Source,Low,Summer,Fall,No,No,No,Yes,No,No,Yes,No,No,No,150000,Slow,Medium,No,None,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,,Short,
RUST2,Spring,Slow,None,,No,No,No,Purple,Yes,Green,Porous,Porous,Medium,Yellow,No,Single Stem,Moderate,3.6,No,No,No,None,No,Erect,None,No,Yes,Yes,Medium,High,No,Medium,Medium,None,180,None,Low,8.5,6.0,43560,10912,60,40,6,None,Tolerant,-13,Early Spring,No Known Source,Low,Summer,Summer,No,No,No,Yes,No,No,Yes,No,No,No,300000,Slow,Medium,No,None,No,No,No,No,No,No,Medium,Medium,No,No,,No,No,,Short,
RUMA5,Spring and Summer,,None,Low,No,No,No,Green,No,Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Rapid,0.2,No,No,No,None,No,Decumbent,None,No,Yes,Yes,High,Medium,No,None,Low,High,,None,High,8.5,5.4,2700,1700,,,4,Medium,Intolerant,-2,Mid Spring,No Known Source,Medium,Spring,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,,Slow,Medium,No,Rapid,No,No,No,No,No,No,,,No,No,Medium,No,No,,Short,
SAMI8,Spring and Summer,,None,High,No,No,Yes,White,No,Gray-Green,Dense,Dense,Coarse,Black,No,Bunch,Slow,9.0,No,Yes,No,None,No,Erect,None,No,Yes,Yes,High,None,No,None,Low,Medium,180,None,High,6.5,5.5,100,50,80,35,18,None,Tolerant,7,Late Spring,Routinely Available,Low,Fall,Winter,No,Yes,No,Yes,No,No,Yes,No,No,No,2000,Moderate,Low,No,,No,No,No,No,No,Yes,Low,Low,No,No,,No,No,4,Moderate,
SABR18,Summer,Moderate,None,,No,No,No,Green,No,Green,Dense,Porous,Medium,Yellow,No,Bunch,Moderate,6.5,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Low,No,Medium,Low,Medium,180,None,Medium,7.5,4.0,4800,3500,50,35,16,None,Intolerant,-8,Fall,No Known Source,Low,Fall,Fall,Yes,No,No,No,No,No,No,No,Yes,No,,Moderate,High,No,None,No,No,No,No,No,No,,Medium,No,No,,No,No,,Long,
SAGI,Summer,Moderate,None,High,No,Yes,No,Green,No,Green,Porous,Porous,Coarse,White,No,Bunch,Rapid,9.8,No,No,No,None,No,Erect,None,Yes,No,Yes,Medium,Low,No,None,Medium,None,110,None,Medium,7.0,3.5,4800,3450,60,35,24,None,Intolerant,-28,Summer,Routinely Available,Medium,Summer,Fall,Yes,No,No,No,No,No,No,No,Yes,No,,Moderate,High,No,None,No,No,No,No,No,No,,Low,No,No,,No,No,,Moderate,
SAST,Summer,Moderate,None,Low,No,No,No,Purple,No,Green,Porous,Porous,Coarse,Purple,No,Rhizomatous,Moderate,3.0,No,No,Yes,None,Yes,Erect,None,No,Yes,Yes,Medium,Medium,No,Medium,Medium,Low,180,Low,Low,7.3,5.0,20000,5120,79,22,12,Low,Intolerant,-18,Early Summer,No Known Source,,Summer,Fall,No,No,No,No,No,Yes,Yes,Yes,No,No,400000,Rapid,High,Yes,Rapid,No,No,No,No,No,No,Low,Low,No,No,Low,No,No,,Short,
SAPL,Spring and Summer,Slow,None,Medium,No,No,No,White,No,Green,Porous,Porous,Coarse,Green,No,Single Crown,Rapid,3.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,None,Medium,High,135,None,High,7.0,5.0,4800,2700,55,32,12,Low,Intolerant,-13,Mid Summer,No Known Source,,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,70000,Moderate,Medium,No,None,No,No,No,No,No,No,,,No,No,,No,No,,Short,
SADE10,Summer,Slow,None,,No,No,Yes,Green,No,Green,Porous,Porous,Medium,,No,Single Crown,Slow,1.0,No,No,No,None,No,Erect,None,Yes,No,Yes,High,High,No,None,Low,,120,None,Medium,8.5,6.6,,,60,40,6,High,Intolerant,12,Late Spring,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,250000,Slow,Low,No,None,No,No,No,No,No,No,,,No,No,,No,No,,Short,
SACA5,Spring,,None,,No,Yes,No,Green,No,Green,Dense,Porous,Coarse,White,No,Multiple Stem,Rapid,33.0,No,No,No,None,Yes,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Medium,Low,Medium,130,None,High,8.8,4.5,700,300,60,30,20,None,Intermediate,2,Early Spring,Routinely Available,High,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,8300000,Rapid,High,No,None,No,No,No,No,No,No,Medium,Low,No,No,,No,No,25,Long,Low
SAER,Spring,,None,,No,No,No,Green,No,Green,Moderate,Porous,Coarse,,No,Rhizomatous,Rapid,52.0,No,No,No,None,Yes,Erect,None,No,Yes,Yes,High,Medium,No,Low,Low,Medium,95,None,High,7.0,4.0,700,300,50,20,20,None,Tolerant,-38,Spring,Routinely Available,Medium,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,Moderate,High,No,Moderate,No,No,No,No,No,No,Medium,,No,No,,No,No,40,Long,Low
SAHU2,Spring and Summer,,None,High,Yes,Yes,No,Yellow,No,Dark Green,Dense,Moderate,Coarse,Brown,No,Multiple Stem,Rapid,10.0,No,No,No,None,Yes,Semi-Erect,None,Yes,No,Yes,Medium,Medium,Yes,Low,Medium,High,80,Low,High,7.0,5.9,1700,1200,60,20,10,None,Intermediate,-43,Spring,No Known Source,Low,Summer,Summer,No,Yes,No,Yes,No,Yes,No,No,No,No,,Slow,Low,No,Slow,No,No,No,No,No,Yes,Medium,Low,No,No,Low,No,No,10,Moderate,
SANI,Spring and Summer,,None,Medium,Yes,No,No,,No,Green,Moderate,Porous,Medium,,No,Multiple Stem,Rapid,100.0,No,No,No,None,Yes,Erect,None,Yes,Yes,Yes,High,Low,No,Low,Medium,Low,120,None,High,8.0,4.8,1200,300,80,18,32,Medium,Intolerant,-58,Early Spring,Routinely Available,High,Spring,Summer,No,Yes,No,Yes,No,Yes,No,No,No,No,2500000,Slow,Low,No,Slow,No,No,No,No,No,Yes,Low,Low,No,No,Low,Yes,No,50,Short,Low
SASE,Spring and Summer,,None,High,Yes,No,No,Green,No,Green,Dense,Moderate,Coarse,Brown,No,Multiple Stem,Rapid,12.0,No,No,No,None,Yes,Erect,None,Yes,Yes,Yes,High,Low,No,Low,Medium,High,165,Medium,High,7.0,5.2,1700,1200,55,32,18,None,Intermediate,-28,Mid Spring,Routinely Available,Medium,Spring,Spring,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,Moderate,Medium,No,None,No,No,No,No,No,No,Medium,,No,No,Low,No,No,12,Moderate,
SAAL5,Spring and Summer,,None,High,Yes,Yes,No,Yellow,Yes,Green,Moderate,Porous,Coarse,Blue,No,Single Stem,Moderate,75.0,No,No,No,None,Yes,Irregular,None,Yes,No,Yes,None,High,Yes,High,Low,Low,160,None,Low,7.3,4.5,1200,300,80,30,18,None,Intolerant,-27,Late Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,5000,Slow,Low,No,Moderate,No,No,No,No,No,Yes,Medium,Low,Yes,No,,No,No,24,Moderate,High
SCSC,Summer and Fall,Moderate,None,Medium,No,No,No,Yellow,No,Gray-Green,Dense,Porous,Medium,Brown,No,Bunch,Moderate,3.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,None,High,No,High,Low,Medium,100,None,Low,8.4,5.0,,,45,12,14,None,Intolerant,-38,Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,240670,Moderate,Low,No,None,No,No,Yes,No,No,No,Medium,High,No,No,Medium,No,No,,Long,
SCCA11,Summer,Slow,None,Medium,No,No,No,Brown,No,Yellow-Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Moderate,6.6,No,No,No,None,No,Erect,None,No,Yes,Yes,High,Medium,No,Low,Medium,High,200,None,High,9.0,5.0,4800,3450,60,40,14,Low,Intolerant,17,Late Spring,Routinely Available,Medium,Spring,Fall,Yes,No,No,No,No,No,Yes,No,Yes,No,,Rapid,Medium,No,Rapid,No,No,No,No,No,No,,Medium,No,No,,No,No,,Long,
SCCY,Spring,Slow,None,,No,No,No,Green,No,Green,Moderate,Porous,Coarse,Yellow,Yes,Bunch,Moderate,4.9,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Medium,Medium,No,Low,Medium,Medium,110,None,High,7.2,4.8,4800,3450,60,40,12,None,Intermediate,-33,Late Summer,Routinely Available,Medium,Summer,Fall,Yes,No,No,No,No,No,Yes,No,Yes,No,36000000,Rapid,Medium,No,None,No,No,No,No,No,No,,Medium,No,No,,No,No,,Long,
SCGE2,Spring and Summer,Slow,None,High,No,No,No,Yellow,No,Dark Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,4.5,No,No,No,None,No,Semi-Erect,None,No,Yes,Yes,Medium,Low,No,Low,Low,High,80,None,Medium,7.0,4.5,4800,1700,55,35,9,None,Intermediate,-38,Early Summer,Routinely Available,Low,Summer,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,,Slow,Low,No,Slow,No,No,No,No,No,No,,,No,No,,No,No,,Moderate,
SCPE4,Spring and Summer,Slow,None,High,No,No,No,Red,No,Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Moderate,4.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Low,Yes,None,Low,High,80,None,Medium,7.0,4.9,4800,1700,55,30,10,Low,Intolerant,-38,Mid Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,Yes,No,No,Yes,No,Yes,No,,Slow,Low,No,Slow,No,No,No,No,No,No,Low,Low,No,No,,No,No,,Long,
SEMA11,Spring and Summer,Slow,Low,,No,No,No,Yellow,Yes,Green,Moderate,,Medium,Brown,No,Single Stem,Rapid,6.6,No,No,No,Medium,No,Erect,None,Yes,No,Yes,None,Medium,No,Medium,Low,None,160,None,Low,7.0,4.0,3450,2728,60,20,12,None,Intermediate,-18,Summer,Routinely Available,Medium,Summer,Fall,Yes,No,No,Yes,No,No,Yes,No,No,No,20500,Moderate,High,No,None,No,No,No,No,No,No,High,High,No,No,,No,No,,Moderate,
SILY,"Spring, Summer, Fall",,None,High,Yes,No,No,White,No,Green,Moderate,Porous,Medium,Black,Yes,Single Crown,Rapid,9.8,No,Yes,No,None,No,Rounded,Severe,Yes,No,No,Medium,Low,Yes,High,Low,Low,207,None,Low,7.0,4.0,2400,600,51,33,24,None,Tolerant,-27,Early Summer,No Known Source,Low,Fall,Fall,Yes,No,No,No,No,No,Yes,No,No,No,5000,Slow,Low,No,Slow,No,No,No,No,No,No,Medium,Low,Yes,Yes,Low,No,No,15,Short,High
SIPE2,Summer,,None,,No,No,No,Yellow,Yes,Green,Moderate,Porous,Coarse,Brown,No,,Rapid,6.0,No,No,No,None,No,,None,Yes,Yes,Yes,Low,,Yes,Low,,,128,None,,7.5,4.5,,,51,16,,,Intermediate,-49,Late Summer,,,,,No,No,No,Yes,No,No,Yes,No,No,No,,,,No,,No,No,No,No,No,No,,,No,No,,No,No,,,
SMBO2,Spring and Summer,,None,,No,No,No,Green,No,Green,Moderate,Porous,Coarse,Black,Yes,Thicket Forming,Rapid,4.0,No,Yes,No,None,Yes,Climbing,None,Yes,Yes,Yes,Medium,Medium,Yes,Medium,Low,High,160,Low,Medium,8.5,4.5,10912,2728,60,20,12,None,Tolerant,-18,Spring,No Known Source,Medium,Spring,Fall,No,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,Medium,No,Rapid,No,No,No,No,No,No,High,Low,No,No,,No,No,,Moderate,
SMLA,Spring and Summer,,None,,No,No,No,Green,No,Green,Moderate,Moderate,Coarse,Black,Yes,Thicket Forming,Rapid,1.0,No,Yes,No,None,Yes,Climbing,None,Yes,Yes,Yes,High,Low,Yes,Low,Medium,Medium,180,Low,High,7.0,4.0,10912,2728,60,45,12,None,Tolerant,-8,Late Summer,No Known Source,High,Fall,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,High,No,Rapid,No,No,No,No,No,No,High,Medium,No,No,,No,No,,Long,
SMSM,Spring and Summer,,None,,No,No,No,Green,No,Green,Moderate,Moderate,Coarse,Black,Yes,Thicket Forming,Rapid,1.0,No,Yes,No,None,Yes,Climbing,None,Yes,Yes,Yes,High,Low,Yes,Low,Low,Medium,180,Low,Medium,7.0,4.0,10912,2728,60,40,12,None,Tolerant,-8,Spring,No Known Source,Medium,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,,Slow,High,No,Rapid,No,No,No,No,No,No,High,Medium,No,No,,No,No,,Long,
SOAL6,"Spring, Summer, Fall",Slow,None,High,No,Yes,No,Yellow,Yes,Yellow-Green,Porous,Porous,Fine,Brown,No,Rhizomatous,Rapid,5.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Low,Medium,No,Low,Low,High,130,None,Medium,7.3,5.2,2700,1700,55,18,8,None,Intermediate,-28,Late Spring,No Known Source,Medium,Summer,Fall,No,Yes,No,No,No,No,Yes,No,Yes,No,700000,Slow,Medium,No,Moderate,No,No,No,No,No,No,Low,Low,No,No,,No,No,,Moderate,
SOCA4,Spring and Summer,Slow,None,High,No,Yes,No,Yellow,Yes,Dark Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,3.0,No,No,No,None,No,Erect,None,No,Yes,Yes,None,Medium,No,Low,Low,High,130,None,Medium,7.0,5.5,2700,1700,50,32,8,None,Intermediate,-28,Late Spring,No Known Source,Medium,Summer,Fall,Yes,No,No,No,No,No,Yes,No,Yes,No,700000,Slow,Medium,No,Slow,No,No,No,No,No,No,Low,Low,No,No,,No,No,,Short,
SOFI,Summer and Fall,Slow,None,,No,Yes,No,Yellow,Yes,Dark Green,Moderate,Porous,Medium,White,No,Rhizomatous,Moderate,6.6,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Low,No,Low,Low,None,200,None,High,7.0,4.5,3450,2728,65,40,6,None,Tolerant,7,Late Summer,No Known Source,Medium,Fall,Fall,No,No,No,No,No,No,Yes,No,Yes,No,700000,Slow,Medium,No,Rapid,No,No,No,No,No,No,High,High,No,No,,No,No,,Short,
SOGI,Summer,Slow,None,,No,Yes,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,8.2,No,No,No,None,No,Erect,None,No,Yes,Yes,Low,Medium,No,Medium,Medium,None,110,None,Medium,8.0,4.0,,,50,14,16,None,Intermediate,-33,Indeterminate,Routinely Available,Medium,Summer,Fall,Yes,No,No,No,No,No,Yes,No,No,No,700000,Moderate,High,No,None,No,No,No,No,No,No,Medium,,No,No,,No,No,,Moderate,
SONE,Spring and Summer,Rapid,None,Medium,No,No,No,Yellow,Yes,Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Rapid,2.0,No,No,No,None,No,Decumbent,None,Yes,No,Yes,None,Medium,No,Medium,Low,High,150,High,Medium,7.5,6.5,11000,2700,45,15,12,None,Intolerant,-33,Summer,No Known Source,High,Summer,Fall,No,No,No,Yes,No,Yes,Yes,No,No,No,1008000,Rapid,High,No,Rapid,No,No,No,No,No,Yes,Medium,Medium,No,No,Medium,No,No,,Short,
SOSE,Spring and Summer,Slow,None,Medium,No,Yes,Yes,Yellow,Yes,Dark Green,Moderate,Porous,Coarse,Brown,No,Multiple Stem,Moderate,3.5,No,No,No,None,No,Semi-Erect,None,Yes,No,Yes,Low,Low,No,Medium,Low,High,180,None,Low,7.5,5.5,4800,2700,60,35,14,High,Intolerant,-13,Late Summer,Routinely Available,Low,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,700000,Slow,Low,No,Slow,No,No,No,No,No,Yes,Low,Low,No,No,Low,No,No,,Short,
SONU2,Summer and Fall,Moderate,None,Medium,No,No,No,Yellow,No,Green,Dense,Porous,Coarse,Brown,No,Bunch,Moderate,6.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Low,High,No,Medium,Low,High,120,None,Medium,8.0,4.8,,,45,11,24,Medium,Intolerant,-38,Late Spring,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,174720,Slow,Medium,No,Moderate,No,No,Yes,No,No,No,Medium,High,No,No,Medium,No,No,,Long,
SPAL,Spring and Summer,Slow,None,Medium,No,No,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,3.5,No,No,Yes,None,No,Erect,None,Yes,Yes,Yes,High,Low,Yes,None,Medium,High,140,None,High,7.0,5.4,40000,2728,100,40,12,High,Intolerant,-23,Late Spring,Routinely Available,Low,Spring,Summer,No,No,No,Yes,No,No,Yes,No,Yes,No,20000,Slow,Low,No,Rapid,No,No,No,No,No,Yes,Low,Medium,No,No,Low,No,No,,Moderate,
SPCY,Spring and Summer,Slow,None,Medium,No,No,No,Yellow,No,Green,Dense,Moderate,Coarse,Brown,No,Rhizomatous,Moderate,8.0,No,No,Yes,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,None,Medium,High,210,None,High,7.5,5.8,11000,2700,60,40,20,High,Intolerant,-3,Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,No,No,No,No,No,Yes,No,,Slow,Low,No,Rapid,No,No,No,No,No,No,Low,Low,No,No,Low,No,No,,Long,
SPPA,Spring and Summer,Slow,None,High,No,No,Yes,Yellow,No,Green,Moderate,Porous,Medium,Brown,No,Rhizomatous,Moderate,2.0,No,No,Yes,None,No,Erect,None,Yes,Yes,Yes,High,High,No,Low,Medium,High,130,None,High,7.5,5.5,43000,4000,65,36,10,High,Intolerant,-3,Late Spring,Routinely Available,Low,Summer,Fall,No,Yes,No,Yes,No,No,No,No,Yes,No,110000,None,Low,No,Rapid,No,No,Yes,No,No,No,Low,Low,No,No,Low,No,No,,Long,
SPOB,Spring,Slow,None,,No,No,No,Green,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,3.2,No,No,No,None,No,Erect,None,No,Yes,Yes,Low,Medium,No,Low,Medium,None,80,None,Medium,7.5,5.0,43560,10912,60,10,4,None,Intermediate,-43,Spring,Contracting Only,Medium,Summer,Summer,No,No,No,Yes,No,No,Yes,No,No,No,200000,Slow,Medium,No,None,No,No,No,No,No,No,Low,Low,No,No,Low,No,No,,Short,
SPCE,Spring and Summer,Slow,None,Low,No,No,No,White,Yes,Green,Porous,Porous,Fine,Brown,No,Single Crown,Moderate,1.5,No,No,No,None,No,Erect,None,No,Yes,Yes,High,Low,No,None,Medium,Medium,90,None,High,6.5,4.5,10000,2700,55,24,8,None,Intolerant,-38,Late Summer,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,No,Yes,,Slow,Low,No,None,No,No,No,No,No,No,,,No,No,Low,No,No,,Short,
SPPO,Spring,Slow,None,Medium,No,No,Yes,Green,Yes,Green,Porous,Porous,Fine,Brown,No,Single Crown,Moderate,,No,No,No,None,No,Prostrate,None,No,Yes,Yes,High,Medium,No,None,Medium,,120,None,High,8.6,5.0,4800,2700,55,12,0,None,Intermediate,-38,Late Summer,Routinely Available,Low,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,,Slow,High,No,Rapid,No,No,No,No,No,No,,,No,No,,No,No,,Short,
STTE,Spring and Summer,Slow,None,High,No,No,No,Purple,Yes,Green,Moderate,Porous,Coarse,Brown,No,Single Crown,Moderate,25.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Low,No,Low,Medium,Medium,125,None,High,7.4,5.7,1700,1200,55,28,10,None,Tolerant,-33,Late Spring,Routinely Available,Medium,Summer,Summer,No,No,No,No,No,No,Yes,No,Yes,No,157000,Moderate,Medium,No,None,No,No,No,No,No,No,,,No,No,,No,No,,Moderate,
STSE,Summer and Fall,Rapid,None,Medium,No,No,No,,No,Green,Porous,Porous,Coarse,,No,Rhizomatous,Rapid,0.9,No,No,Yes,None,No,Prostrate,None,No,Yes,Yes,None,Medium,No,Low,High,High,200,None,High,7.5,4.8,43000,10000,60,40,12,High,Tolerant,2,,Routinely Available,,,,No,No,No,No,No,No,No,Yes,Yes,No,,None,,No,Rapid,No,No,Yes,No,No,No,Low,Medium,No,No,Medium,No,No,,Long,
STPE15,Summer,,None,,No,No,No,Green,No,Green,Porous,Porous,Fine,Blue,No,Single Crown,Slow,,No,No,No,None,No,Decumbent,None,Yes,Yes,Yes,High,High,No,None,Medium,,125,None,High,8.5,6.0,4800,3450,60,12,0,Medium,Intolerant,-38,Mid Spring,Routinely Available,Medium,Spring,Fall,No,Yes,No,No,No,No,Yes,No,Yes,No,,Rapid,Medium,No,None,No,No,No,No,No,No,,,No,No,,No,No,,Moderate,
STAM4,,,None,,No,Yes,No,White,No,Green,Porous,,Fine,,No,,,10.0,No,No,No,None,No,,None,Yes,No,Yes,Low,,Yes,Low,,,207,,,8.5,4.5,2560,1280,70,16,,,Intermediate,-16,Spring,,,Summer,Fall,No,No,No,No,No,Yes,No,No,No,No,,,,No,,No,No,No,No,No,No,,,No,No,,No,No,15,,
SYOR,Spring and Summer,,None,High,No,Yes,Yes,White,No,Green,Dense,Moderate,Coarse,Red,Yes,Rhizomatous,Moderate,2.0,No,No,No,None,Yes,Erect,None,No,Yes,Yes,None,Low,Yes,Medium,Medium,High,130,None,High,7.5,5.5,4800,1700,60,15,18,Low,Intermediate,-23,Mid Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,Yes,No,No,Yes,No,No,No,139500,Slow,Medium,No,Moderate,No,No,No,No,No,Yes,Low,Low,No,No,Low,No,No,2,Moderate,
SYSU5,"Spring, Summer, Fall",Rapid,None,Medium,No,Yes,No,Blue,Yes,Green,Porous,Porous,Medium,Brown,No,Multiple Stem,Moderate,3.0,No,No,No,None,No,Erect,None,No,Yes,Yes,Medium,Low,No,Low,Low,High,190,None,Medium,7.0,5.6,11000,2700,50,16,6,None,Intolerant,-3,Late Summer,No Known Source,Medium,Summer,Fall,Yes,Yes,No,No,No,No,Yes,No,No,No,700000,Slow,Medium,No,None,No,No,No,No,No,No,Low,Low,No,No,,No,No,,,
SYTI,Spring and Summer,,None,,No,No,No,Yellow,Yes,Yellow-Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,20.0,No,No,No,None,No,Erect,,Yes,No,Yes,None,,No,None,,,178,,,6.5,4.5,1280,320,100,40,,None,Tolerant,-22,Late Spring,,,Fall,Fall,No,No,No,No,No,No,No,No,No,No,,,,No,,No,No,No,No,No,No,Low,Low,No,No,,No,No,40,Short,
THNO,Spring,Slow,None,,No,No,No,Brown,No,Yellow-Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,1.5,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Low,No,Medium,Low,Medium,100,None,Low,7.0,4.0,10912,3450,60,30,6,None,Tolerant,-28,Summer,Routinely Available,High,Summer,Summer,No,No,Yes,Yes,No,No,Yes,No,No,No,1325000,Moderate,Medium,No,Slow,No,No,No,No,No,No,Low,Low,No,No,,No,No,,Moderate,
TIUS,Spring and Summer,,None,Low,No,Yes,No,White,No,White-Gray,Dense,Dense,Fine,Black,No,Multiple Stem,Slow,,No,Yes,No,None,No,Irregular,None,No,No,No,None,None,No,None,Low,None,300,None,Medium,6.9,6.0,7000,3450,75,40,0,None,Tolerant,22,Late Summer,No Known Source,Low,Fall,Winter,No,No,No,No,No,Yes,Yes,No,No,No,1200000,Moderate,Medium,No,Moderate,No,No,No,No,No,No,,,No,No,,No,No,,Moderate,
TRFL2,Summer,Rapid,None,Low,No,Yes,No,Yellow,No,Green,Moderate,Porous,Medium,Brown,Yes,Bunch,Moderate,2.5,No,No,No,None,No,Erect,None,Yes,Yes,Yes,Low,Low,No,High,Low,High,150,None,Low,6.5,4.5,,,60,17,10,None,Intolerant,-23,Late Summer,Contracting Only,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,No,No,465000,Rapid,High,No,None,No,No,Yes,No,No,No,High,High,No,No,Medium,No,No,,Short,
TYLA,Spring and Summer,Moderate,None,High,No,No,No,Brown,No,Green,Porous,Porous,Coarse,Brown,Yes,Rhizomatous,Rapid,5.0,No,No,No,None,No,Erect,None,Yes,Yes,Yes,High,Medium,No,None,Medium,High,100,None,High,8.7,5.5,10000,2728,180,14,14,Low,Intermediate,-36,Late Spring,Routinely Available,High,Summer,Fall,Yes,Yes,No,No,No,No,Yes,No,Yes,No,,Moderate,Medium,No,Rapid,No,No,No,No,No,No,Low,Low,No,No,Low,No,No,,Moderate,
